-----------------------------------------------------------------------------------------------------------------------------------------------------
Name                              MW       Cp@298K        H@298K        G@298K        S@298K      Cp@1000K       H@1000K       G@1000K       S@1000K 
                           [kg/kmol]   [cal/mol/K]    [kcal/mol]    [kcal/mol]   [cal/mol/K]   [cal/mol/K]    [kcal/mol]    [kcal/mol]   [cal/mol/K] 
-----------------------------------------------------------------------------------------------------------------------------------------------------


 ====================================================================================================
   THERMO TABLE FOR MOLECULE CELLA
 ====================================================================================================
   Elemental Composition:
     C 6.0000
     H 10.0000
     O 5.0000
   Formation Enthalpy at 298K =          -229.7350 kcal/mol
   Formation Free Gibbs Energy at 298K = -331.8591 kcal/mol
   Molecular Weight =                    162.1410 kg/kmol
 -----------------------------------------------------------------------------------------------------
   Temperature       Cp             H             G            S             DH            DG         
       [K]       [cal/mol/K]    [kcal/mol]    [kcal/mol]  [cal/(mol-K)]  [kcal/mol]     [kcal/mol]    
 -----------------------------------------------------------------------------------------------------
     300.0000      69.7514       -229.5956     -332.5449     343.1644      0.1394        -0.6859       
     600.0000      81.3767       -206.9264     -443.9742     395.0797      22.8086       -112.1151     
     800.0000      89.1268       -189.8760     -525.5174     419.5517      39.8590       -193.6583     
     1000.0000     96.8770       -171.2756     -611.5480     440.2724      58.4594       -279.6889     
     1200.0000     104.6272      -151.1252     -701.4694     458.6202      78.6098       -369.6104     
     1400.0000     112.3773      -129.4248     -794.8875     475.3305      100.3102      -463.0285     
     1600.0000     120.1275      -106.1743     -891.5221     490.8424      123.5607      -559.6630     
     1800.0000     127.8776      -81.3738      -991.1636     505.4388      148.3612      -659.3046     
     2000.0000     135.6278      -55.0232      -1093.6496    519.3132      174.7118      -761.7905     
     2200.0000     143.3780      -27.1227      -1198.8500    532.6034      202.6124      -866.9910     
     2400.0000     151.1281      2.3280        -1306.6588    545.4112      232.0630      -974.7998     
     2600.0000     158.8783      33.3286       -1416.9875    557.8139      263.0636      -1085.1285    
 -----------------------------------------------------------------------------------------------------


 ====================================================================================================
   THERMO TABLE FOR MOLECULE HCE1
 ====================================================================================================
   Elemental Composition:
     C 5.0000
     H 8.0000
     O 4.0000
   Formation Enthalpy at 298K =          -181.7545 kcal/mol
   Formation Free Gibbs Energy at 298K = -264.9668 kcal/mol
   Molecular Weight =                    132.1150 kg/kmol
 -----------------------------------------------------------------------------------------------------
   Temperature       Cp             H             G            S             DH            DG         
       [K]       [cal/mol/K]    [kcal/mol]    [kcal/mol]  [cal/(mol-K)]  [kcal/mol]     [kcal/mol]    
 -----------------------------------------------------------------------------------------------------
     300.0000      56.8346       -181.6409     -265.5256     279.6157      0.1136        -0.5589       
     600.0000      66.3070       -163.1697     -356.3199     321.9171      18.5848       -91.3531      
     800.0000      72.6219       -149.2768     -422.7626     341.8572      32.4777       -157.7958     
     1000.0000     78.9369       -134.1209     -492.8616     358.7408      47.6336       -227.8949     
     1200.0000     85.2518       -117.7020     -566.1310     373.6908      64.0525       -301.1643     
     1400.0000     91.5668       -100.0202     -642.2495     387.3067      81.7343       -377.2828     
     1600.0000     97.8817       -81.0753      -720.9889     399.9460      100.6792      -456.0221     
     1800.0000     104.1967      -60.8675      -802.1783     411.8394      120.8870      -537.2116     
     2000.0000     110.5116      -39.3966      -885.6855     423.1444      142.3579      -620.7187     
     2200.0000     116.8266      -16.6628      -971.4045     433.9735      165.0917      -706.4377     
     2400.0000     123.1415      7.3340        -1059.2487    444.4095      189.0885      -794.2820     
     2600.0000     129.4565      32.5938       -1149.1463    454.5154      214.3483      -884.1795     
 -----------------------------------------------------------------------------------------------------


 ====================================================================================================
   THERMO TABLE FOR MOLECULE HCE2
 ====================================================================================================
   Elemental Composition:
     C 5.0000
     H 8.0000
     O 4.0000
   Formation Enthalpy at 298K =          -204.8290 kcal/mol
   Formation Free Gibbs Energy at 298K = -288.0413 kcal/mol
   Molecular Weight =                    132.1150 kg/kmol
 -----------------------------------------------------------------------------------------------------
   Temperature       Cp             H             G            S             DH            DG         
       [K]       [cal/mol/K]    [kcal/mol]    [kcal/mol]  [cal/(mol-K)]  [kcal/mol]     [kcal/mol]    
 -----------------------------------------------------------------------------------------------------
     300.0000      56.8346       -204.7154     -288.6002     279.6157      0.1136        -0.5589       
     600.0000      66.3070       -186.2442     -379.3944     321.9171      18.5848       -91.3531      
     800.0000      72.6219       -172.3513     -445.8371     341.8572      32.4777       -157.7958     
     1000.0000     78.9369       -157.1954     -515.9362     358.7408      47.6336       -227.8949     
     1200.0000     85.2518       -140.7766     -589.2056     373.6908      64.0525       -301.1643     
     1400.0000     91.5668       -123.0947     -665.3241     387.3067      81.7343       -377.2828     
     1600.0000     97.8817       -104.1499     -744.0634     399.9460      100.6792      -456.0221     
     1800.0000     104.1967      -83.9420      -825.2529     411.8394      120.8870      -537.2116     
     2000.0000     110.5116      -62.4712      -908.7600     423.1444      142.3579      -620.7187     
     2200.0000     116.8266      -39.7374      -994.4790     433.9735      165.0917      -706.4377     
     2400.0000     123.1415      -15.7405      -1082.3233    444.4095      189.0885      -794.2820     
     2600.0000     129.4565      9.5193        -1172.2208    454.5154      214.3483      -884.1795     
 -----------------------------------------------------------------------------------------------------


 ====================================================================================================
   THERMO TABLE FOR MOLECULE LIGCC
 ====================================================================================================
   Elemental Composition:
     C 15.0000
     H 14.0000
     O 4.0000
   Formation Enthalpy at 298K =          -108.9836 kcal/mol
   Formation Free Gibbs Energy at 298K = -271.6561 kcal/mol
   Molecular Weight =                    258.2730 kg/kmol
 -----------------------------------------------------------------------------------------------------
   Temperature       Cp             H             G            S             DH            DG         
       [K]       [cal/mol/K]    [kcal/mol]    [kcal/mol]  [cal/(mol-K)]  [kcal/mol]     [kcal/mol]    
 -----------------------------------------------------------------------------------------------------
     300.0000      111.1065      -108.7615     -272.7486     546.6237      0.2221        -1.0925       
     600.0000      129.6242      -72.6519      -450.2433     629.3190      36.3317       -178.5872     
     800.0000      141.9694      -45.4925      -580.1328     668.3003      63.4911       -308.4767     
     1000.0000     154.3145      -15.8641      -717.1702     701.3061      93.1194       -445.5141     
     1200.0000     166.6597      16.2333       -860.4053     730.5321      125.2169      -588.7492     
     1400.0000     179.0049      50.7998       -1009.2101    757.1499      159.7833      -737.5541     
     1600.0000     191.3500      87.8352       -1163.1385    781.8586      196.8188      -891.4824     
     1800.0000     203.6952      127.3398      -1321.8567    805.1091      236.3233      -1050.2006    
     2000.0000     216.0404      169.3133      -1485.1057    827.2095      278.2969      -1213.4496    
     2200.0000     228.3855      213.7559      -1652.6785    848.3793      322.7395      -1381.0225    
     2400.0000     240.7307      260.6675      -1824.4062    868.7807      369.6511      -1552.7502    
     2600.0000     253.0758      310.0482      -2000.1479    888.5369      419.0317      -1728.4918    
 -----------------------------------------------------------------------------------------------------


 ====================================================================================================
   THERMO TABLE FOR MOLECULE LIGOH
 ====================================================================================================
   Elemental Composition:
     C 19.0000
     H 22.0000
     O 8.0000
   Formation Enthalpy at 298K =          -325.4544 kcal/mol
   Formation Free Gibbs Energy at 298K = -563.7740 kcal/mol
   Molecular Weight =                    378.3770 kg/kmol
 -----------------------------------------------------------------------------------------------------
   Temperature       Cp             H             G            S             DH            DG         
       [K]       [cal/mol/K]    [kcal/mol]    [kcal/mol]  [cal/(mol-K)]  [kcal/mol]     [kcal/mol]    
 -----------------------------------------------------------------------------------------------------
     300.0000      162.7740      -325.1290     -565.3746     800.8186      0.3254        -1.6006       
     600.0000      189.9030      -272.2274     -825.4092     921.9696      53.2269       -261.6352     
     800.0000      207.9890      -232.4382     -1015.7008    979.0782      93.0161       -451.9268     
     1000.0000     226.0750      -189.0318     -1216.4644    1027.4325     136.4225      -652.6903     
     1200.0000     244.1610      -142.0082     -1426.3077    1070.2495     183.4461      -862.5337     
     1400.0000     262.2470      -91.3674      -1644.3109    1109.2453     234.0869      -1080.5368    
     1600.0000     280.3330      -37.1094      -1869.8201    1145.4442     288.3449      -1306.0461    
     1800.0000     298.4190      20.7658       -2102.3466    1179.5069     346.2201      -1538.5725    
     2000.0000     316.5050      82.2582       -2341.5108    1211.8845     407.7125      -1777.7368    
     2200.0000     334.5910      147.3678      -2587.0097    1242.8988     472.8221      -2023.2356    
     2400.0000     352.6770      216.0946      -2838.5954    1272.7875     541.5490      -2274.8214    
     2600.0000     370.7630      288.4386      -3096.0617    1301.7309     613.8930      -2532.2877    
 -----------------------------------------------------------------------------------------------------


 ====================================================================================================
   THERMO TABLE FOR MOLECULE LIG
 ====================================================================================================
   Elemental Composition:
     C 11.0000
     H 12.0000
     O 4.0000
   Formation Enthalpy at 298K =          -163.0194 kcal/mol
   Formation Free Gibbs Energy at 298K = -294.1618 kcal/mol
   Molecular Weight =                    208.2130 kg/kmol
 -----------------------------------------------------------------------------------------------------
   Temperature       Cp             H             G            S             DH            DG         
       [K]       [cal/mol/K]    [kcal/mol]    [kcal/mol]  [cal/(mol-K)]  [kcal/mol]     [kcal/mol]    
 -----------------------------------------------------------------------------------------------------
     300.0000      89.5712       -162.8404     -295.0425     440.6738      0.1790        -0.8807       
     600.0000      104.4997      -133.7297     -438.1342     507.3407      29.2897       -143.9724     
     800.0000      114.4520      -111.8346     -542.8477     538.7664      51.1848       -248.6859     
     1000.0000     124.4044      -87.9489      -653.3237     565.3748      75.0705       -359.1619     
     1200.0000     134.3567      -62.0728      -768.7961     588.9361      100.9466      -474.6343     
     1400.0000     144.3091      -34.2062      -888.7587     610.3946      128.8132      -594.5970     
     1600.0000     154.2614      -4.3492       -1012.8518    630.3141      158.6702      -718.6900     
     1800.0000     164.2138      27.4983       -1140.8063    649.0581      190.5177      -846.6445     
     2000.0000     174.1661      61.3363       -1272.4134    666.8749      224.3557      -978.2516     
     2200.0000     184.1185      97.1648       -1407.5063    683.9414      260.1842      -1113.3445    
     2400.0000     194.0708      134.9837      -1545.9487    700.3885      298.0031      -1251.7869    
     2600.0000     204.0232      174.7931      -1687.6271    716.3155      337.8125      -1393.4653    
 -----------------------------------------------------------------------------------------------------


 ====================================================================================================
   THERMO TABLE FOR MOLECULE ITANN
 ====================================================================================================
   Elemental Composition:
     C 8.0000
     H 4.0000
     O 4.0000
   Formation Enthalpy at 298K =          -282.8801 kcal/mol
   Formation Free Gibbs Energy at 298K = -474.5136 kcal/mol
   Molecular Weight =                    164.1160 kg/kmol
 -----------------------------------------------------------------------------------------------------
   Temperature       Cp             H             G            S             DH            DG         
       [K]       [cal/mol/K]    [kcal/mol]    [kcal/mol]  [cal/(mol-K)]  [kcal/mol]     [kcal/mol]    
 -----------------------------------------------------------------------------------------------------
     300.0000      130.8870      -282.6185     -475.8007     643.9405      0.2616        -1.2870       
     600.0000      152.7015      -240.0802     -684.8952     741.3583      42.7999       -210.3816     
     800.0000      167.2445      -208.0856     -837.9092     787.2795      74.7945       -363.3956     
     1000.0000     181.7875      -173.1824     -999.3438     826.1614      109.6977      -524.8301     
     1200.0000     196.3306      -135.3706     -1168.0794    860.5906      147.5095      -693.5657     
     1400.0000     210.8736      -94.6502      -1343.3763    891.9472      188.2300      -868.8627     
     1600.0000     225.4166      -51.0212      -1524.7089    921.0549      231.8590      -1050.1953    
     1800.0000     239.9596      -4.4836       -1711.6841    948.4448      278.3966      -1237.1705    
     2000.0000     254.5026      44.9627       -1903.9967    974.4797      327.8428      -1429.4831    
     2200.0000     269.0456      97.3175       -2101.4031    999.4184      380.1976      -1626.8894    
     2400.0000     283.5886      152.5809      -2303.7039    1023.4520     435.4610      -1829.1902    
     2600.0000     298.1316      210.7529      -2510.7333    1046.7254     493.6330      -2036.2196    
 -----------------------------------------------------------------------------------------------------


 ====================================================================================================
   THERMO TABLE FOR MOLECULE CHAR
 ====================================================================================================
   Elemental Composition:
     C 1.0000
   Formation Enthalpy at 298K =          -0.4544 kcal/mol
   Formation Free Gibbs Energy at 298K = -0.9964 kcal/mol
   Molecular Weight =                    12.0110 kg/kmol
 -----------------------------------------------------------------------------------------------------
   Temperature       Cp             H             G            S             DH            DG         
       [K]       [cal/mol/K]    [kcal/mol]    [kcal/mol]  [cal/(mol-K)]  [kcal/mol]     [kcal/mol]    
 -----------------------------------------------------------------------------------------------------
     300.0000      2.7794        -0.4489       -1.0000       1.8372        0.0055        -0.0037       
     600.0000      5.7590        0.8319        -1.9749       4.6780        1.2863        -0.9786       
     800.0000      7.7454        2.1823        -3.1031       6.6068        2.6367        -2.1068       
     1000.0000     9.7319        3.9301        -4.6185       8.5486        4.3845        -3.6221       
     1200.0000     11.7183       6.0751        -6.5231       10.4985       6.5295        -5.5267       
     1400.0000     13.7047       8.6174        -8.8183       12.4540       9.0718        -7.8219       
     1600.0000     15.6911       11.5570       -11.5050      14.4137       12.0114       -10.5086      
     1800.0000     17.6776       14.8938       -14.5840      16.3766       15.3482       -13.5876      
     2000.0000     19.6640       18.6280       -18.0558      18.3419       19.0824       -17.0594      
     2200.0000     21.6504       22.7594       -21.9209      20.3092       23.2138       -20.9245      
     2400.0000     23.6369       27.2882       -26.1796      22.2782       27.7426       -25.1832      
     2600.0000     25.6233       32.2142       -30.8322      24.2486       32.6686       -29.8359      
 -----------------------------------------------------------------------------------------------------


 ====================================================================================================
   THERMO TABLE FOR MOLECULE COH2S
 ====================================================================================================
   Elemental Composition:
     C 1.0000
     H 2.0000
     O 1.0000
   Formation Enthalpy at 298K =          -81.8583 kcal/mol
   Formation Free Gibbs Energy at 298K = -100.7700 kcal/mol
   Molecular Weight =                    30.0260 kg/kmol
 -----------------------------------------------------------------------------------------------------
   Temperature       Cp             H             G            S             DH            DG         
       [K]       [cal/mol/K]    [kcal/mol]    [kcal/mol]  [cal/(mol-K)]  [kcal/mol]     [kcal/mol]    
 -----------------------------------------------------------------------------------------------------
     300.0000      12.9169       -81.8324      -100.8971     63.5487       0.0258        -0.1270       
     600.0000      15.0697       -77.6345      -121.5320     73.1626       4.2238        -20.7620      
     800.0000      16.5049       -74.4770      -136.6326     77.6945       7.3813        -35.8625      
     1000.0000     17.9401       -71.0325      -152.5641     81.5316       10.8258       -51.7941      
     1200.0000     19.3753       -67.3009      -169.2162     84.9294       14.5573       -68.4461      
     1400.0000     20.8105       -63.2824      -186.5157     88.0238       18.5759       -85.7457      
     1600.0000     22.2457       -58.9767      -204.4110     90.8964       22.8815       -103.6409     
     1800.0000     23.6810       -54.3841      -222.8630     93.5994       27.4742       -122.0930     
     2000.0000     25.1162       -49.5043      -241.8418     96.1688       32.3539       -141.0718     
     2200.0000     26.5514       -44.3376      -261.3233     98.6299       37.5207       -160.5533     
     2400.0000     27.9866       -38.8838      -281.2879     101.0017      42.9745       -180.5178     
     2600.0000     29.4218       -33.1430      -301.7190     103.2985      48.7153       -200.9490     
 -----------------------------------------------------------------------------------------------------


 ====================================================================================================
   THERMO TABLE FOR MOLECULE CO2S
 ====================================================================================================
   Elemental Composition:
     C 1.0000
     O 2.0000
   Formation Enthalpy at 298K =          -74.2965 kcal/mol
   Formation Free Gibbs Energy at 298K = -102.0154 kcal/mol
   Molecular Weight =                    44.0090 kg/kmol
 -----------------------------------------------------------------------------------------------------
   Temperature       Cp             H             G            S             DH            DG         
       [K]       [cal/mol/K]    [kcal/mol]    [kcal/mol]  [cal/(mol-K)]  [kcal/mol]     [kcal/mol]    
 -----------------------------------------------------------------------------------------------------
     300.0000      18.9322       -74.2587      -102.2016     93.1432       0.0378        -0.1862       
     600.0000      22.0876       -68.1057      -132.4462     107.2342      6.1908        -30.4308      
     800.0000      24.1912       -63.4778      -154.5790     113.8765      10.8187       -52.5636      
     1000.0000     26.2948       -58.4292      -177.9298     119.5006      15.8673       -75.9144      
     1200.0000     28.3983       -52.9599      -202.3367     124.4806      21.3366       -100.3212     
     1400.0000     30.5019       -47.0699      -227.6926     129.0162      27.2266       -125.6772     
     1600.0000     32.6055       -40.7591      -253.9216     133.2265      33.5374       -151.9061     
     1800.0000     34.7091       -34.0277      -280.9667     137.1884      40.2688       -178.9513     
     2000.0000     36.8127       -26.8755      -308.7839     140.9542      47.4210       -206.7684     
     2200.0000     38.9163       -19.3026      -337.3378     144.5615      54.9939       -235.3224     
     2400.0000     41.0198       -11.3090      -366.5998     148.0378      62.9875       -264.5843     
     2600.0000     43.1234       -2.8947       -396.5456     151.4042      71.4018       -294.5302     
 -----------------------------------------------------------------------------------------------------


 ====================================================================================================
   THERMO TABLE FOR MOLECULE COS
 ====================================================================================================
   Elemental Composition:
     C 1.0000
     O 1.0000
   Formation Enthalpy at 298K =          -16.7809 kcal/mol
   Formation Free Gibbs Energy at 298K = -34.4229 kcal/mol
   Molecular Weight =                    28.0100 kg/kmol
 -----------------------------------------------------------------------------------------------------
   Temperature       Cp             H             G            S             DH            DG         
       [K]       [cal/mol/K]    [kcal/mol]    [kcal/mol]  [cal/(mol-K)]  [kcal/mol]     [kcal/mol]    
 -----------------------------------------------------------------------------------------------------
     300.0000      12.0496       -16.7568      -34.5414      59.2820       0.0241        -0.1185       
     600.0000      14.0579       -12.8406      -53.7909      68.2504       3.9402        -19.3680      
     800.0000      15.3967       -9.8952       -67.8775      72.4779       6.8857        -33.4546      
     1000.0000     16.7356       -6.6819       -82.7394      76.0574       10.0989       -48.3165      
     1200.0000     18.0744       -3.2009       -98.2734      79.2270       13.5799       -63.8505      
     1400.0000     19.4133       0.5478        -114.4114     82.1138       17.3287       -79.9886      
     1600.0000     20.7521       4.5644        -131.1052     84.7935       21.3452       -96.6823      
     1800.0000     22.0910       8.8487        -148.3183     87.3150       25.6295       -113.8954     
     2000.0000     23.4298       13.4008       -166.0229     89.7118       30.1816       -131.6000     
     2200.0000     24.7687       18.2206       -184.1963     92.0077       35.0015       -149.7735     
     2400.0000     26.1075       23.3082       -202.8204     94.2203       40.0891       -168.3975     
     2600.0000     27.4464       28.6636       -221.8798     96.3628       45.4445       -187.4569     
 -----------------------------------------------------------------------------------------------------


 ====================================================================================================
   THERMO TABLE FOR MOLECULE CH3OHS
 ====================================================================================================
   Elemental Composition:
     C 1.0000
     H 4.0000
     O 1.0000
   Formation Enthalpy at 298K =          -48.3755 kcal/mol
   Formation Free Gibbs Energy at 298K = -68.5570 kcal/mol
   Molecular Weight =                    32.0420 kg/kmol
 -----------------------------------------------------------------------------------------------------
   Temperature       Cp             H             G            S             DH            DG         
       [K]       [cal/mol/K]    [kcal/mol]    [kcal/mol]  [cal/(mol-K)]  [kcal/mol]     [kcal/mol]    
 -----------------------------------------------------------------------------------------------------
     300.0000      13.7841       -48.3479      -68.6926      67.8155       0.0276        -0.1355       
     600.0000      16.0815       -43.8681      -90.7130      78.0749       4.5074        -22.1560      
     800.0000      17.6131       -40.4986      -106.8274     82.9110       7.8769        -38.2704      
     1000.0000     19.1447       -36.8228      -123.8286     87.0058       11.5526       -55.2716      
     1200.0000     20.6762       -32.8407      -141.5987     90.6317       15.5347       -73.0417      
     1400.0000     22.2078       -28.5523      -160.0598     93.9339       19.8231       -91.5028      
     1600.0000     23.7394       -23.9576      -179.1566     96.9993       24.4178       -110.5996     
     1800.0000     25.2709       -19.0566      -198.8476     99.8839       29.3189       -130.2905     
     2000.0000     26.8025       -13.8492      -219.1006     102.6257      34.5262       -150.5436     
     2200.0000     28.3341       -8.3356       -239.8902     105.2521      40.0399       -171.3331     
     2400.0000     29.8657       -2.5156       -261.1951     107.7831      45.8598       -192.6381     
     2600.0000     31.3972       3.6107        -282.9981     110.2341      51.9861       -214.4411     
 -----------------------------------------------------------------------------------------------------


 ====================================================================================================
   THERMO TABLE FOR MOLECULE CH4S
 ====================================================================================================
   Elemental Composition:
     C 1.0000
     H 4.0000
   Formation Enthalpy at 298K =          -16.2076 kcal/mol
   Formation Free Gibbs Energy at 298K = -26.3122 kcal/mol
   Molecular Weight =                    16.0430 kg/kmol
 -----------------------------------------------------------------------------------------------------
   Temperature       Cp             H             G            S             DH            DG         
       [K]       [cal/mol/K]    [kcal/mol]    [kcal/mol]  [cal/(mol-K)]  [kcal/mol]     [kcal/mol]    
 -----------------------------------------------------------------------------------------------------
     300.0000      6.9015        -16.1938      -26.3801      33.9543       0.0138        -0.0679       
     600.0000      8.0518        -13.9508      -37.4054      39.0911       2.2568        -11.0932      
     800.0000      8.8186        -12.2638      -45.4737      41.5124       3.9438        -19.1615      
     1000.0000     9.5855        -10.4233      -53.9860      43.5626       5.7842        -27.6738      
     1200.0000     10.3523       -8.4296       -62.8832      45.3781       7.7780        -36.5710      
     1400.0000     11.1191       -6.2824       -72.1265      47.0315       9.9252        -45.8142      
     1600.0000     11.8860       -3.9819       -81.6880      48.5663       12.2257       -55.3757      
     1800.0000     12.6528       -1.5280       -91.5470      50.0105       14.6796       -65.2347      
     2000.0000     13.4197       1.0792        -101.6874     51.3833       17.2868       -75.3752      
     2200.0000     14.1865       3.8398        -112.0964     52.6983       20.0474       -85.7842      
     2400.0000     14.9533       6.7538        -122.7636     53.9656       22.9614       -96.4513      
     2600.0000     15.7202       9.8212        -133.6800     55.1928       26.0288       -107.3678     
 -----------------------------------------------------------------------------------------------------


 ====================================================================================================
   THERMO TABLE FOR MOLECULE C2H4S
 ====================================================================================================
   Elemental Composition:
     C 2.0000
     H 4.0000
   Formation Enthalpy at 298K =          13.3183 kcal/mol
   Formation Free Gibbs Energy at 298K = -4.3515 kcal/mol
   Molecular Weight =                    28.0540 kg/kmol
 -----------------------------------------------------------------------------------------------------
   Temperature       Cp             H             G            S             DH            DG         
       [K]       [cal/mol/K]    [kcal/mol]    [kcal/mol]  [cal/(mol-K)]  [kcal/mol]     [kcal/mol]    
 -----------------------------------------------------------------------------------------------------
     300.0000      12.0686       13.3424       -4.4701       59.3751       0.0241        -0.1187       
     600.0000      14.0800       17.2647       -23.7499      68.3576       3.9464        -19.3984      
     800.0000      15.4209       20.2148       -37.8587      72.5918       6.8965        -33.5072      
     1000.0000     16.7619       23.4331       -52.7439      76.1769       10.1148       -48.3924      
     1200.0000     18.1028       26.9195       -68.3023      79.3515       13.6012       -63.9508      
     1400.0000     19.4438       30.6742       -84.4657      82.2428       17.3559       -80.1142      
     1600.0000     20.7847       34.6970       -101.1856     84.9267       21.3788       -96.8342      
     1800.0000     22.1257       38.9881       -118.4258     87.4522       25.6698       -114.0744     
     2000.0000     23.4666       43.5473       -136.1582     89.8527       30.2290       -131.8067     
     2200.0000     24.8076       48.3747       -154.3602     92.1522       35.0564       -150.0087     
     2400.0000     26.1485       53.4703       -173.0135     94.3683       40.1521       -168.6620     
     2600.0000     27.4895       58.8341       -192.1028     96.5142       45.5159       -187.7514     
 -----------------------------------------------------------------------------------------------------


 ====================================================================================================
   THERMO TABLE FOR MOLECULE C6H5OHS
 ====================================================================================================
   Elemental Composition:
     C 6.0000
     H 6.0000
     O 1.0000
   Formation Enthalpy at 298K =          -25.9347 kcal/mol
   Formation Free Gibbs Energy at 298K = -85.2115 kcal/mol
   Molecular Weight =                    94.1130 kg/kmol
 -----------------------------------------------------------------------------------------------------
   Temperature       Cp             H             G            S             DH            DG         
       [K]       [cal/mol/K]    [kcal/mol]    [kcal/mol]  [cal/(mol-K)]  [kcal/mol]     [kcal/mol]    
 -----------------------------------------------------------------------------------------------------
     300.0000      40.4865       -25.8538      -85.6096      199.1861      0.0809        -0.3981       
     600.0000      47.2342       -12.6957      -150.2875     229.3198      13.2390       -65.0760      
     800.0000      51.7327       -2.7990       -197.6184     243.5243      23.1357       -112.4069     
     1000.0000     56.2312       7.9974        -247.5540     255.5514      33.9321       -162.3424     
     1200.0000     60.7297       19.6935       -299.7479     266.2012      45.6282       -214.5364     
     1400.0000     65.2282       32.2893       -353.9714     275.9005      58.2240       -268.7599     
     1600.0000     69.7267       45.7848       -410.0619     284.9042      71.7195       -324.8504     
     1800.0000     74.2252       60.1800       -467.8978     293.3765      86.1147       -382.6863     
     2000.0000     78.7237       75.4749       -527.3846     301.4298      101.4096      -442.1731     
     2200.0000     83.2222       91.6695       -588.4471     309.1439      117.6042      -503.2356     
     2400.0000     87.7207       108.7637      -651.0236     316.5780      134.6985      -565.8121     
     2600.0000     92.2192       126.7577      -715.0627     323.7771      152.6924      -629.8512     
 -----------------------------------------------------------------------------------------------------


 ====================================================================================================
   THERMO TABLE FOR MOLECULE CH2OS
 ====================================================================================================
   Elemental Composition:
     C 1.0000
     H 2.0000
     O 1.0000
   Formation Enthalpy at 298K =          -45.5504 kcal/mol
   Formation Free Gibbs Energy at 298K = -64.4622 kcal/mol
   Molecular Weight =                    30.0260 kg/kmol
 -----------------------------------------------------------------------------------------------------
   Temperature       Cp             H             G            S             DH            DG         
       [K]       [cal/mol/K]    [kcal/mol]    [kcal/mol]  [cal/(mol-K)]  [kcal/mol]     [kcal/mol]    
 -----------------------------------------------------------------------------------------------------
     300.0000      12.9169       -45.5246      -64.5892      63.5487       0.0258        -0.1270       
     600.0000      15.0697       -41.3266      -85.2242      73.1626       4.2238        -20.7620      
     800.0000      16.5049       -38.1691      -100.3247     77.6945       7.3813        -35.8625      
     1000.0000     17.9401       -34.7246      -116.2562     81.5316       10.8258       -51.7941      
     1200.0000     19.3753       -30.9931      -132.9083     84.9294       14.5573       -68.4461      
     1400.0000     20.8105       -26.9745      -150.2079     88.0238       18.5759       -85.7457      
     1600.0000     22.2457       -22.6689      -168.1031     90.8964       22.8815       -103.6409     
     1800.0000     23.6810       -18.0762      -186.5552     93.5994       27.4742       -122.0930     
     2000.0000     25.1162       -13.1965      -205.5340     96.1688       32.3539       -141.0718     
     2200.0000     26.5514       -8.0297       -225.0155     98.6299       37.5207       -160.5533     
     2400.0000     27.9866       -2.5759       -244.9800     101.0017      42.9745       -180.5178     
     2600.0000     29.4218       3.1649        -265.4112     103.2985      48.7153       -200.9490     
 -----------------------------------------------------------------------------------------------------


 ====================================================================================================
   THERMO TABLE FOR MOLECULE H2S
 ====================================================================================================
   Elemental Composition:
     H 2.0000
   Formation Enthalpy at 298K =          1.7931 kcal/mol
   Formation Free Gibbs Energy at 298K = 0.5233 kcal/mol
   Molecular Weight =                    2.0160 kg/kmol
 -----------------------------------------------------------------------------------------------------
   Temperature       Cp             H             G            S             DH            DG         
       [K]       [cal/mol/K]    [kcal/mol]    [kcal/mol]  [cal/(mol-K)]  [kcal/mol]     [kcal/mol]    
 -----------------------------------------------------------------------------------------------------
     300.0000      0.8673        1.7948        0.5148        4.2668        0.0017        -0.0085       
     600.0000      1.0118        2.0767        -0.8707       4.9123        0.2836        -1.3940       
     800.0000      1.1082        2.2887        -1.8846       5.2165        0.4956        -2.4079       
     1000.0000     1.2045        2.5199        -2.9542       5.4742        0.7269        -3.4775       
     1200.0000     1.3009        2.7705        -4.0723       5.7023        0.9774        -4.5956       
     1400.0000     1.3973        3.0403        -5.2338       5.9101        1.2472        -5.7571       
     1600.0000     1.4936        3.3294        -6.4353       6.1029        1.5363        -6.9586       
     1800.0000     1.5900        3.6378        -7.6742       6.2844        1.8447        -8.1975       
     2000.0000     1.6863        3.9654        -8.9485       6.4569        2.1723        -9.4718       
     2200.0000     1.7827        4.3123        -10.2565      6.6222        2.5192        -10.7798      
     2400.0000     1.8791        4.6785        -11.5970      6.7814        2.8854        -12.1203      
     2600.0000     1.9754        5.0639        -12.9688      6.9356        3.2708        -13.4921      
 -----------------------------------------------------------------------------------------------------


 ====================================================================================================
   THERMO TABLE FOR MOLECULE C2H6S
 ====================================================================================================
   Elemental Composition:
     C 2.0000
     H 6.0000
   Formation Enthalpy at 298K =          -18.4017 kcal/mol
   Formation Free Gibbs Energy at 298K = -37.3412 kcal/mol
   Molecular Weight =                    30.0700 kg/kmol
 -----------------------------------------------------------------------------------------------------
   Temperature       Cp             H             G            S             DH            DG         
       [K]       [cal/mol/K]    [kcal/mol]    [kcal/mol]  [cal/(mol-K)]  [kcal/mol]     [kcal/mol]    
 -----------------------------------------------------------------------------------------------------
